theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-08-01,5.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-08-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-08-01,20.2800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-08-01,45.2900,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-08-01,11.3600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-08-01,14.0800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-08-01,17.1300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-07-01,2.2500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-07-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-07-01,18.8900,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-07-01,45.9600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-07-01,10.6000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-07-01,14.0100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-07-01,15.3600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-06-01,3.4300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,Yorkshire and Humber,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-06-01,0.0900,False
