theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-08-01,2.6300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-08-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-08-01,13.3500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-08-01,31.1700,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-08-01,9.4200,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-08-01,10.2200,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-08-01,14.9000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-07-01,3.2800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-07-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-07-01,12.3400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-07-01,31.9000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-07-01,9.6100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-07-01,10.3300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-07-01,13.9300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-06-01,2.3100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-06-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-06-01,12.0700,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-06-01,30.4400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-06-01,11.2100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-06-01,10.9900,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-06-01,13.0400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-05-01,1.4500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-05-01,0.1600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-05-01,11.9800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-05-01,29.1400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,North East,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-05-01,11.8400,False
