theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-08-01,2.6600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-08-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-08-01,13.7800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-08-01,42.2100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-08-01,10.0900,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-08-01,10.9700,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-08-01,13.1400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-07-01,2.9100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-07-01,0.0000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-07-01,16.1800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-07-01,44.0600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,South West,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-07-01,11.0600,False
