theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-08-01,2.0600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-08-01,0.5300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-08-01,30.9900,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-08-01,47.3000,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-08-01,16.6800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-08-01,15.0600,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-08-01,25.1500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-07-01,1.7400,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-07-01,0.6100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-07-01,30.0500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-07-01,46.8300,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Gentamicin,2025,2025-07-01,15.4500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Piperacillin with tazobactam,2025,2025-07-01,14.2500,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Third Generation Cephalosporins,2025,2025-07-01,26.0800,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,2025-06-01,2.1200,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,2025-06-01,0.6700,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Ciprofloxacin,2025,2025-06-01,29.3100,False
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,London,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Co-amoxiclav,2025,2025-06-01,46.0100,False
